brand,model,year,pcd,dia,et_min,et_max,wheels,tires
"BMW,X5,2020,5x112,66.6,30,45,""18,19,20"",""255/55R18"""
BMW,X5,2021,5x112,66.6,5,35,50,18,22
BMW,3 Series,2020,5x112,66.6,5,30,45,17,20
Audi,A6,2019,5x112,66.5,5,35,48,18,21
Mercedes-Benz,C-Class,2020,5x112,66.6,5,32,45,17,20
